,Unnamed: 0,Title,Opinion,Place,Gender,Age,Country,Date,Label
766,766,"""Para sólo una vez""","""El edificio en si es la historia y es lo único que lo rescata, dentro un museo con nada sorprendente, no vale la pena pagar por el uso de cámaras profesionales para usarlas dentro del recinto, es de esos lugares que visitas solo una vez en tu vida y que probablemente no sea de las cosas que recuerdes de Guanajuato.""",Alhóndiga,Male,34,México,01/08/2016,0
4218,4218,"""Romantiquisimo""","""Que mejor lugar para dos enamorados, con una bellísima historia y con un final atrapado y conmovedor.""",Callejón del Beso,Female,22,México,14/07/2016,1
3255,3255,"""La mejor vista de Guanajuato""","""Les recomiendo no subir en su auto. No hay dónde estacionarse y la grúa pasa constantemente. Es mejor tomar un taxi o alquilar entre varios una camioneta turística, que les haga un recorrido por todo Guanajuato. Cobran $120 por persona. En el mirador del monumento al Pípila podrán comprar en $50 pesos un libro con hermosas fotos de la ciudad y con excelente calidad de papel e impresión (ya no lo verán en otro lugar), también hay venta de muchas artesanías.""",Monumento Pípila,Female,22,México,10/08/2015,1
202,202,"""Bonita e imponente""","""El edificio es imponente por las dimenciones comparado con el resto de las construcciones en la ciudad, quizas es por eso que su construcción no fue tan bien recibida por los locales. Un punto negativo es el montón de ""guías"" turisticos que empiezan a contar la historia de la Universidad, cuantos escalones tiene, y todas esas cosas que nadie realmente escuha pero que te quieren cobrar para que te las digan. Ya sabemos que tienen que trabajar, pero es bastante incomodo.""",Universidad de Guanajuato,Male,30,México,22/07/2014,0
3510,3510,"""Lugar imperdible de Guanajuato""","""Edificación que de día o de noche es imagen que no se olvida, subir sus escaleras te hace sentir que estás en hogwarts (si te gusta el mundo de fantasía de Harry Potter). Es una de las fachadas de universidad más bonita que he visto.""",Universidad de Guanajuato,Female,23,Chile,06/05/2018,1
1733,1733,"""Místico y romántico lugar…""","""Un pintoresco rinconcito con una gran historia de amor es el que puedes visitar sin costo alguno, desde que estaba en la primaria leí de el jamas me imagine que viajaria a conocerlo, es un bonito lugar como todo Guanajuato en sí. Ademas lo divertido es encontrarlo, entre túneles y escaleras. A pesar de que fui durante un cervantino no me toco hacer fila ni mucho menos, en realidad estaba vacío no se si por suerte o por las fechas, pero me encanto, al rededor podras encontrar varias tiendas donde puedes comprar recuerditos para tus seres queridos.""",Callejón del Beso,Female,27,México,15/04/2016,1
2777,2777,"""Callejón típico""","""Es otro de los atractivos de la ciudad por la leyenda que se cuenta, fuera de eso es un balcón mas que pasaría desapercibido sino se conoce la leyenda. Lo puedes hacer durante una callejoneada es mas divertido.""",Callejón del Beso,Male,48,México,18/08/2017,1
1707,1707,"""Interesante e imperdible""","""Si vas a Guanajuato tienes que visitarlo, es muy concurrido así que se paciente y tolerante pero puedes irte solo, deja pasar a los grupos grandes y disfrútalo. Es un sitio que no puedes dejar de visitar en esta ciudad.""",Museo de las Momias,Male,51,Bolivia,08/12/2016,1
3474,3474,"""Muy interesante""","""Encontraras obras inéditas y podrás observar detalles del monumental mural que pinto en 1947. Solicita la visita guiada para apreciar otros detalles interesantes.""",Casa de Diego Rivera,Male,22,Estados Unidos,11/06/2015,1
854,854,"""Museo histórico""","""Museo sobre la independencia de Mexico, didactico y apropiado para niños . Espacios e instalaciones amplias.""",Alhóndiga,Female,63,México,13/09/2016,1
4097,4097,"""Espectacular""","""No entramos en su interior, pero los exteriores son espectaculares.""",Teatro Juárez,Male,60,España,18/04/2012,1
2160,2160,El clásico beso,"No puedes no dejar de visitarlo, más si vas en pareja es 
obligado, es más la leyenda del lugar te obliga a hacer ésta
parada, super recomendado para la foto del recuerdo, hay
gente ahí que te cuenta la leyenda",Callejón del Beso,Female,-1,México,2018,1
698,698,"""Estaba mejor hace algunos años cuando las paredes estaban pintadas de blanco, en el interior""","""Que del costo del boleto les paguen su trabajo a los guías, para que no pidan propina. No es barato el ingreso.""",Museo de las Momias,Female,-1,México,03/08/2016,0
4368,4368,"""Una linda casa de este artista""","""La casa esta muy bonita, muy grande, tiene muchas cosas originales y personales del artista, muchas de sus obras son originales, sin duda debes visitarlo.""",Casa de Diego Rivera,Male,31,México,10/01/2016,1
2999,2999,"""Lugar agradable""","""Jardín en el corazón de la ciudad, a un costado del Teatro Juárez. Tiene bancas con la sombra de los árboles. Frecuentemente hay música.""",Jardín de la Unión,Female,66,México,03/10/2016,1
3696,3696,"""BELLA""","""Para mí es uno de los lugares mas bellos en su arquitectura y el interior se me hace muy sobrio y acorte con la región.""",Basilica Colegiata,Male,-1,México,04/08/2012,1
1636,1636,"""Visita obligada""","""Las momias es la visita que tienes que hacer al estar en Guanajuato, es un paseo muy corto el museo es pequeño.""",Museo de las Momias,Female,31,México,08/08/2017,1
3457,3457,"""Muy romántico""","""Para no romper tradiciones hay que besarse en el tecer escalón y tomarse la foto de rigor excelente opción de visitar con la pareja.""",Callejón del Beso,Male,50,México,11/07/2017,1
3581,3581,Muy Interesante,"Ame este lugar y su historia..Los guias son excelentes, aunque el precio se elevo mucho, lo que aprendes ahi es enriquecedor",Museo de las Momias,Female,-1,N/I,2019,1
1291,1291,"""Visita Guanajuato""","""La Alhóndiga de Granaditas lugar histórico, forma parte de la Independencia de 1810, con el gesto histórico del El Pípila.""",Alhóndiga,Male,31,Perú,29/09/2016,1
1853,1853,"""Interesante""","""Es un museo modesto pero te muestra lo que da lugar a este fenómeno, es interesante por lo insólito que es el proceso de momificación y las diferentes etapas de los cuerpos expuestos, sus ropajes y oficios.""",Museo de las Momias,Male,46,Venezuela,02/04/2017,1
3763,3763,"""Clásico de Guanajuato que debe ser visitado""","""Es un lugar típico en Guanajuato para pasar una tarde en el jardín tal vez tomando un helado.""",Jardín de la Unión,Female,-1,México,18/04/2012,1
3304,3304,"""Lugar encantador""","""El lugar y el ambiente son mágicos. Hay una estudiantina que ""callejonea"" muy divertida, mariachis y juglares. Aún después de una larga noche de bailes y jarana, la plaza está impecable.""",Jardín de la Unión,Male,68,Argentina,13/04/2015,1
4338,4338,"""Precioso""","""Un hermoso lugar de día y de noche, varias actividades cafés, restaurantes, música, etc. pero lleguen a pie, de todos modos es agradable la caminata desde cualquier punto.""",Jardín de la Unión,Male,54,México,06/06/2016,1
3743,3743,"""Importancia histórica""","""Visita obligada para visitar uno de los episodios importantes de la independencia de México. El joven valiente que permitió la toma de la Alhóndiga de Granaditas.""",Monumento Pípila,Male,36,Perú,19/06/2018,1
3445,3445,"""Un lugar que hay que visitar""","""Si vas a Guanajuato, no te puedes perder una de sus mayores señas de identidad. Claro que mejor si antes te informas de la importancia de este lugar en la historia de México.""",Alhóndiga,Male,65,Suiza,29/03/2013,1
1998,1998,"MARAVILLOSO Y
ROMÁNTICO","Puedes tomarte la foto por tu cuenta o comprarla, además si
quieres por una cuota puedes sbir a los balcones",Callejón del Beso,Male,-1,México,2018,1
663,663,"""Regular""","""La vista de la ciudad es muy buena, la gente de los comercios es amable, pero el lugar está muy sucio y huele muy mal.""",Monumento Pípila,Male,36,Cuba,13/03/2017,0
3748,3748,"""¡Muy lindo y centrico""","""En un jardin muy bien cuidado y muy limpio, esta en el Centro de Guanajuato, aqui puedes encontrar Restaurantes variados para comer, o simplemente para tomar un café o una nieve, como el starbucks y para escuchar musica en un hambiente agradable en alguna terraza de los Restaurantes que se encuentran aqui.
 Tambien encuentras modulos de Informacion Turistica, recorridos y paseos, desde aqui salen a las callejoneadas, espero ir de nuevo cuando no halla tanta gente y disfrutarlo mas, porque en el tiempo del Festival Servantino, es casi imposible, ya que andas cachando a que se desocupe una banca para sentarte un rato.""",Jardín de la Unión,Female,49,México,22/10/2012,1
709,709,"Con fila de gente para la
foto","Según nos contaron, es la típica de amores imposibles, con
final trágico. Hay bastante gente para hacer la foto del beso
en la escalera. Tiendas de recuerdos por todas partes",Callejón del Beso,Female,-1,España,2019,0
1282,1282,"""¡Muy bueno!""","""Una atracción súper interesante para niños y adultos. Museo de la momias que no lo son técnicamente pero si son cadáveres deshidratos por un proceso único gracias al clima seco de la zona.""",Museo de las Momias,Female,42,Argentina,20/12/2016,1
2675,2675,"""Muy recomendable""","""De todos los museos que he visitado en Guanajuato, es el mejor, mucha historia de nuestras culturas y como vivían.""",Alhóndiga,Male,43,México,20/08/2015,1
4029,4029,"""De lo mejor""","""Es un teatro muy bonito, entre los mejores de México.""",Teatro Juárez,Male,47,México,05/04/2012,1
1306,1306,"""Gran vista""","""¡Muy recomendable! es una vista muy hermosa de Guanajuato, les recomiendo más visitarlo de noche, pues las luces de la ciudad y las edificaciones, el Teatro Juárez, las iglesias todo se ve magnífico.""",Monumento Pípila,Male,-1,España,02/01/2018,1
2237,2237,"""Hermosa e imponente""","""La encontramos de golpe, saliendo de una pequeña calle, y nos sorprendió con su elegancia e imponencia, está como elevada, muy lindo lugar. No pudimos entrar pero los comentarios la recomiendan por dentro también. Vale la pena.""",Basilica Colegiata,Male,62,Ecuador,10/04/2016,1
3302,3302,Hermoso,"Está muy bonita, hay elevador, pinturas hermosa de Diego Rivera y otras exposiciones, el costó vale mucho la pena.",Casa de Diego Rivera,Female,-1,México,2019,1
2038,2038,"""Gran colección de obras de Rivera""","""Una casa ubicada en el centro de la ciudad, sorprendido por la cantidad de obras que alberga de Diego Rivera, no recuerdo ningún otro lugar con tal concentración Si es amante del arte es un lugar que no debe perderse.""",Casa de Diego Rivera,Male,-1,México,13/03/2015,1
1529,1529,"""Escalera de la Universidad""","""Se sube por escalera y se aprecia la pamoramica, buen lugar para tomarse fotos como si estuvieras en España.""",Universidad de Guanajuato,Male,55,México,10/07/2015,1
1663,1663,"""Nice public university""","""I don't know how relevant it would be to visit this site during other times but for the festival Cervantino is an excellent place to be because they have art galleries related to the Quijote theme, and their theatre shows excellent plays dealing with Cervantes works.""",Universidad de Guanajuato,Female,31,México,17/10/2016,1
4356,4356,"""Preciosa y con las puertas siempre abiertas""","""La Basílica de Nuestra Señora de Guanajuato es una hermosa iglesia barroca construida en tiempos de la colonia. Fue financiada por Felipe II y elevada en acción de gracias a la Virgen María por la prosperidad que esta ciudad minera le daba a la corona española. Está ubicada en el centro de la ciudad, frente a una plaza triangular, la de la paz, y sus puertas están generalmente abiertas. Es un templo de culto así que el visitande debe guardar una actitud respetuosa. No hay ningún tipo de tarifa por entrar y se puede admirar la grandeza de su arquitectura sin mayor requisito aue querer entrar. Al costado se enxuentra la pinacoteca. La entrada cuesta diez pesos, es decir, menos de veinte centavos de euro y ahí se puede apreciar una miestra interesante de arte sacro del tiempo virreinal. Estar en Guanajuato y visitar esta basílica es llegar al corazón mismo de la ciudad y una forma de palpar sus latidos. Tal vez no sólo los actuales, también se oueden colar algunos del pasado.""",Basilica Colegiata,Female,52,México,02/08/2015,1
4374,4374,"""Grato""","""Excelente experiencia un lugar que todos debemos visitar por su belleza y sus atractivos, mucha historia.""",Museo de las Momias,Male,31,Costa Rica,09/06/2017,1
3627,3627,"""Muy buena estructura""","""Es un excelente símbolo de la ciudad, sobre todo por su arquitectura que resalta desde cualquier punto de la ciudad.""",Universidad de Guanajuato,Male,24,México,05/01/2016,1
2693,2693,No es lo mío este tipo de exhibiciones pero es parada obligada,"Si piensas que del centro está muy cerca, mmm sí pero con subidas muy pronunciadas.
Es mejor tomes un bus público que te acerque lo más que pueda y cuest el transporte $7.00 y de regreso también en bus te súper acerca al centro. Aunque estés acostumbrado a caminar y eres del sur, créeme que valorarás este consejo: toma el bus.
Y sí, escucharás a muchos decir que está feo y demás pero bueno, qué esperas encontrar en un museo de momias?
Claro que el lugar es sencillo pero es una visita cultural que hay que realizar, y te lo dice quien no gusta de este tipo de exhibiciones.",Museo de las Momias,Female,-1,México,2019,1
3060,3060,"""Visita obliga""","""Es parte del recorrido que tienes que hacer durante tu visita a a Guanajuato! La universidad más importante en Guanajuato. Una cantidad de carreras que no creerías.""",Universidad de Guanajuato,Male,-1,México,25/11/2012,1
1597,1597,"""Muy buena vista""","""Muy interesante para tener una vista de la ciudad. Nosotros lo teníamos incluido en el tour que adquirimos en el hotel.""",Monumento Pípila,Male,47,Argentina,08/07/2014,1
2729,2729,"""Hermoso lugar""","""Pudimos visitarla por dentro, antigua, limpia, vale la pena entrar y subir su escalinata.""",Universidad de Guanajuato,Female,-1,México,15/08/2017,1
2625,2625,"""Una basílica brillante""","""Admiro mucho a los arquitectos de Guanajuato por el poder de dominar el color. La catedral más brillante que he visitado pero me impresionó mucho.""",Basilica Colegiata,Male,20,Perú,15/12/2016,1
3157,3157,"""Hermosa vista""","""A este monumento se puede llegar en carro o en funicular. Tiene una enorme estatua del Pípila. Adicionalmente ofrece unas maravillosas panorámicas de la ciudad. De puede visitar también en la noche para ver iluminada a la ciudad.""",Monumento Pípila,Female,43,Colombia,23/06/2017,1
3314,3314,"""Preciosa vista""","""Vale la pena darse el tiempo y visitar este lugar. ¡Tanto por su historia como por su vista! ¡De antemano recomendada!""",Alhóndiga,Male,30,México,10/10/2016,1
1722,1722,"""De los básicos a visitar""","""Este es un lugar que no debería faltar en tu visita a Guanajuato, y aunque el monumento es digno de visitar por su historia te podría decir que lo mejor es la vista de la Ciudad desde el mirador. Puedes llegar en carro, aunque la mejor forma de visitarlo es usando el funicular que sale a un costado del Teatro y te sale en 100 MXP el viaje redondo, claro que puedes optar por solo subir en el funicular y bajar a pie.""",Monumento Pípila,Male,38,México,06/08/2017,1
1059,1059,Un típico mercado de México,Es un mercado con muchas opciones para recuerdos pero también para comprar comida. Nosotros compramos una cajeta deliciosa y algunos otros dulces típicos.,Mercado Hidalgo,Male,-1,México,2018,1
3242,3242,"""No pueden dejar de ir""","""En este rinconcito, pasan cosas mágicas, muy hermosas, no pueden dejar de ir a tomarse la foto tradicional.""",Callejón del Beso,Female,67,México,26/07/2016,1
1678,1678,"""UN LUGAR LLENO DE HISTORIA""","""Un lugar lleno de historia te cimbra un poco, se siente algo de escalofrió, pero disfrutas mucho la historia y la visita, y los recuerdos que puedes comprar ahí, lo recomiendo.""",Museo de las Momias,Male,59,México,03/07/2013,1
1757,1757,"""Sencillamente hermoso""","""Me gustó su arquitectura, el interior del edificio está muy limpio a pesar de que hay muchos estudiantes yendo y viniendo. El único inconveniente para mí fueron todos esos escalones de acceso.""",Universidad de Guanajuato,Male,41,México,05/08/2013,1
4191,4191,"""Majestuoso""","""Lo lindo de este monumento aparte de por supuesto este... Es la vista... es hermoso para llevarse una buena foto de aquí. Se ve casi todo Guanajuato, o por lo menos la parte más conocida... Y si quieren evitarse subir las escaleras. Puede subir por el funicular que queda detrás del Teatro Juárez, cobra 15 pesos por subida y otros 15 por bajada, y  te ahorras mucho tiempo que puedes invertir en seguir conociendo Guanajuato.""",Monumento Pípila,Male,-1,México,12/01/2014,1
563,563,"""Historia mexicana, buen lugar pésima atención""","""Es un lugar histórico hecho museo, soy fanática de la historia y realmente salí un poco decepcionada, para empezar, esta carisimo y cuando muestras tu tarjeta de estudiante no te la valen, ponen miles de pretextos, a otra persona hasta el cheque y la nómina le pidieron. Dentro del museo yo iba con la idea de ver historia de la alhondiga, el famoso pipila etc.. Pero habían más piezas prehispánicas que nada. Es un lugar obligado de ir en Guanajuato, pero hay que conocer primero la historia del lugar ya que ahí no te la dicen.""",Alhóndiga,Female,21,México,02/01/2016,0
2790,2790,Variedad tipica,"Buenas y variadas opciones para probar platillos mexicanos, el costo es accesible y de mediana calidad, quizás podría mejorar un poco el aspecto e higiene de los locales.. Pero dejaría de ser un Mercado!!!",Mercado Hidalgo,N/I,-1,México,2018,1
863,863,"""Muy bueno""","""Muy buen parque puedes tomar un buen café, o bien comprar dulces típicos mientras escuchas buena música.""",Jardín de la Unión,Female,-1,México,18/08/2015,1
1484,1484,"""Mejor acondicionamiento""","""El lugar se ve remodelado y con cubiertas de acrílico, para proteger a las momias con señalamientos, visitas guiadas. Un señalamiento fuera de lugar: 'prohibido tomar fotografías' en el interior toman fotos con celulares, cámaras, muy a la mexicana.""",Museo de las Momias,Male,65,México,10/11/2013,1
206,206,Viva la historia,"El edificio esta en excelentes condiciones y las muestras son buenas. Guanajuato es esencial para comprender la historia de Mexico y, tambien lo son los muros y cuartos de la Alhondiga, que conserva en el silencio de sus muros y salas, llantos, conspiraciones politicas, y piezas que trazan la arqueologia de nuestro pasado. El museo es interesante, pero el viajero debe poner todo de su parte para prender y hacer del recorrido una experiencia atractiva. El museo tiene un gran reo por delante para captar la atencion de todo tipo de visitantes. Sin embargo, hay guias muy buenos. En la sala de exposicion de pinturas de milagros hay una guia excepcional, ella transformo mi visita. Fue genial.",Alhóndiga,Female,-1,México,2019,0
870,870,interesante,Un hermoso lugar q cada año recibe a más de 17 millones de visitantes para demostrar su fe católica.espero regresar pronto a este lugar muy especial.,Basilica Colegiata,Male,-1,N/I,2018,1
502,502,"""Lo mismo""","""¡No ha cambiado nada! Los guías turísticos se contradicen entre ellos mismos sobre las versiones que dan explicando cada momia.""",Museo de las Momias,Female,19,México,02/07/2013,0
1028,1028,"""Preciosa""","""Muy imponente lo mejor de la cuidad para mí gusto está hermosa. ¡Imperdible! Está justo en el centro de la ciudad y es un edificio precioso.""",Universidad de Guanajuato,Female,29,México,18/11/2017,1
3840,3840,"""Leyendas y más leyendas""","""Si te gusta leyendas y momias, este es el lugar. El museo posee un importante acervo de las momias de Guanajuato, que fueron conservadas de manera natural por los componentes de la tierra en que fueron enterradas.""",Museo de las Momias,Male,24,México,12/10/2015,1
2690,2690,"Pequeño, bien remodelado, pero no cuenta con tanta exhibicion de DR","Esta ubicado en pleno centro, el lugar en si es pequeño, pero lo remodelaron bien, en si tiene poca obra de Diego Rivera exhibiendo, y te hacen alusion de como fue su casa, pero los muebles no son los originales, es bueno solamente!",Casa de Diego Rivera,Female,-1,México,2017,1
1570,1570,"""Linda catedral""","""Vale la pena ir a esta Catedral, esta muy cerca de la plaza del centro y tiene una vista muy linda desde sus escaleras de entrada hacia la plaza, linda para visitar.""",Basilica Colegiata,Male,39,México,19/09/2015,1
2773,2773,"""Museo con mucha variedad""","""Es un museo que ofrece un amplio recorrido por la historia no solo de Guanajuato sino de las luchas sociales del país. Sin embargo no ofrece información por default en otros idiomas, lo cuál no lo hace atractivo para este tipo de viajeros.""",Alhóndiga,Male,22,México,26/01/2016,1
2731,2731,"""Muy concurrido""","""Es el lugar de reunion en Guanajuato sea o no el festival cervantino. A su alrededor cuenta con bares, restaurantes, tiendas y hoteles. Ademas, cuenta con un quiosco donde se presentan bandas de música y puedes escucharlas sentado en alguna de sus bancas.""",Jardín de la Unión,Female,43,México,18/02/2012,1
804,804,"""Pípila""","""Esta muy bonita la escultura el paisaje desde este punto a la ciudad es hermoso. Lástima que toda la plaza este llena de comercios.""",Monumento Pípila,Male,37,México,29/10/2012,1
3645,3645,"""Lindo, pero deberían…""","""Un lugar muy lindo, muy clásico y con una arquitectura muy especial y espectacular. No me parece correcto que te quieran cobrar por tomar fotos con tu celular. Fuera de eso vale la pena. Otro inconveniente es que ponen lonas o mamparas para anunciar eventos y hacen que el exterior del teatro sea desagradable y salga mal en las fotos.""",Teatro Juárez,Male,36,México,08/08/2016,1
2454,2454,"""Excelente vista""","""El monumento es una gran obra pero lo mejor del lugar es la gran vista panorámica que se tiene de Guanajuato. El monumento tiene un pequeño mirador al subir por la escalera, pero te cobran para acceder y la verdad no vale la pena. También el área esta atestada de puestos y locales comerciales, si buscas algo es buen punto de compra.""",Monumento Pípila,Male,33,México,26/07/2014,1
3104,3104,"""Lo que más historia tiene""","""Este callejón es lo mas característico que tiene Guanajuato, es súper visitado y hay muchas personas que te cuentan la leyenda, no dejen de ir a visitarlo.""",Callejón del Beso,Female,26,México,05/11/2012,1
200,200,"""Para ser museo le falta formalidad""","""Llama la atención por ser el museo de las momias y la experiencia es complicada de encontrar, pero de museo real tiene poco. No hay organización en su contenido, no información suficiente. Es caro. Más una atracción atrapa turistas que una aportación cultural.""",Museo de las Momias,Male,42,Chile,31/01/2017,0
3099,3099,"""La historia habla por si sola""","""Estructura que guarda parte de la historia de la independencia de México, hoy convertida en museo. Los mexicanos debemos sentirnos orgullosos de edificios como este,que han sido parte importante de la historia de nuestra patria.""",Alhóndiga,Male,42,México,06/04/2015,1
2278,2278,"""Lugar para el recuerdo""","""¡Este lugar es de ley visitarlo! Y más si vas en pareja, además te cuentan la leyenda completa de lo que sucedió.""",Callejón del Beso,Male,26,México,03/02/2015,1
3561,3561,"""Iglesia más emblematica de la ciudad""","""Hermosa basílica en el mero centro de Guanajuato, frente a la plaza de la paz, con un estilo barroco y neoclásico, cuenta con la primera escultura de la virgen llegada a América en una bella pieza de madera de cedro.""",Basilica Colegiata,Male,36,México,02/10/2017,1
391,391,"""Interesante fenómeno""","""No recomendaría ir con niños. Esta lleno de muertos. Tienen dos museos el primero es el interesante, el otro cobran un plus que aparte del vampiro no hay gran cosa que ver. Almas sensibles abstenerse.""",Museo de las Momias,Male,45,México,02/12/2012,0
1495,1495,"""¡Increíble!""","""¿Tienes pensado visitar Guanajuato?, este es uno de los lugares que no puedes dejar de visitar. Al ingresar podrás notar una luz muy muy tenue, y al ver la primera sala quedaras con la boca abierta, te encontras rodeado de diferentes momias, cada una con su propia historia, es posible que al inicio sientas miedo y no quieras acercarte mucho a ellas, pero mientras vayas pasando de sala en sala, tu interés crecerá respecto a cada momia y eso hará que te acerques aún más y más y quieras conocer sus historias, las momias aún conservan la ropa de la época, es extraordinario ver y conocer que tipo de ropa usaban en la época respecto a la personalidad de cada momia, quedaras asombrado con la momia que fue enterrada viva o al ver el rostro de las momias de niños que tienen en este sitio, el lugar es fascinante y consideró que es uno de los sitios mas interesantes en Guanajuato, en el momento que ingresas al sitio quedarás asombrado.""",Museo de las Momias,Male,49,México,29/06/2015,1
2695,2695,"""Vista excelente""","""Desde este monumento pude ver toda la ciudad, me encantó. Para mí es un lugar muy romántico y tengo buenos recuerdos de él. Viajé con mi novio y su familia y disfrutamos mucho esta vista.""",Monumento Pípila,Female,50,Eslovaquia,23/02/2016,1
2027,2027,Interesante,"Al ser un lugar tan turístico, las instalaciones son adecuadas. Al llegar había una fila para comprar boletos la cual avanzaba lentamente, a lo que nos dijeron que era debido a que su máquina tardaba mucho en imprimir cada ticket.
Primero pasas a una sala donde te muestran un vídeo explicativo y después puedes recorrer libremente a tu ritmo cada sala.
Es un lugar interesante, fuera de común y lo más conocido de Guanajuato, aunque algunos extranjeros los podrían considerar un poco macabro",Museo de las Momias,Female,-1,Gibraltar,2018,1
2568,2568,"""¡Obligatorio!""","""Buen museo representativo de la ciudad. Muestra parte de la independencia de Mexico, historia de la ciudad y demas cuestiones culturales. El dia que acudi hubo presentacion de una orquesta juvenil. Es parada obligatoria en tu visita a Guanajuato.""",Alhóndiga,Male,30,México,08/10/2017,1
64,64,"""Hermosa vista pero muy sucio""","""Me da pesar ver un sitio tan turístico y con una vista tan hermosa, pero con mucha basura en el piso.""",Monumento Pípila,Female,17,México,10/11/2017,0
3884,3884,"""Remodelado y muy interesante""","""Se tiene una excelente colección de las momias. Explicaciones muy buenas por parte de los guías e instalaciones interesantes. Excelente iluminación. Dan una interesante perspectiva de como en esta ciudad (Guanajuato) se da este peculiar proceso natural que asombra a chicos y grandes de todas partes del mundo.""",Museo de las Momias,Male,53,México,31/05/2016,1
2062,2062,todo lindo!!,"nos encanta Guanajuato, es todo lindo, recorrer los callejones
de dia es un uen panorama y de noche con todo iluminado
es espectacular, falta limpieza y lugares donde comer pero
como panorama es muy lindo",Callejón del Beso,Female,-1,Chile,2018,1
492,492,"""Se puede evitar""","""No son momias sino personas muertas y exhumadas que por el particular clima seco de la zona se quedan así, se visita más por curiosidad pero no me parece nada de interesante.""",Museo de las Momias,Male,32,España,30/10/2011,0
379,379,"""Pasas por que pasas""","""Punto imperdible de cualquier recorrido con las estudiantinas que salen del centro. Muy romántico ó muy cursi, dependiendo de cada quien.""",Callejón del Beso,Male,19,México,16/08/2015,0
3993,3993,"""Leyenda""","""Guanajuato esta llena de leyendas, la ciudad es mágica y única por su arquitectura y sus túneles, el callejón del beso es una visita obligada si vas en pareja, el callejón en sí es como tantos otros, pero es bonito dejarte llevar por un guía que te cuente esta bonita leyenda.""",Callejón del Beso,Male,66,México,30/04/2016,1
1076,1076,"""Vista padre""","""Tiene varios puestos ambulabulantes y esta muy buena la vista. A gusto para pasear en familia y sacar muchas fotos.""",Monumento Pípila,Male,21,Panamá,24/03/2016,1
878,878,"""Lugar emblemático y más acompañado de tu pareja""","""Sin embargo, ya no se puede disfrutar de una foto con tiempo pues te apresuran para que avances y los demás puedan pasar. Se entiende el comercio de poder capturar más clientes comprando una foto, pero también queremos disfrutar más de cada momento.""",Callejón del Beso,Male,38,Colombia,24/05/2018,1
337,337,Hay que visitarlo,"Te gusta lo popular, el probar aqui y alla el aroma casero no te engentas rápido pues te va gustar. El sazón de la comida en gto es malo eso si",Mercado Hidalgo,Male,-1,México,2018,0
1016,1016,"Uno de los lugares mas
románticos de Guanajuato","El lugar obligado de visita en GTO capital, el que encierra una
trágica pero romántica historia de amor, si eres supersticioso
puedes darte un beso con tu pareja en el 3 escalón y así
asegurar amor eterno… Una leyenda más del lugar…",Callejón del Beso,Male,-1,México,2018,1
1275,1275,"""El callejón del beso""","""Es un lugar muy concurrido, fuimos por la tarde y había poca gente, por la noche en las Callejonedas va mucha gente. Es un lugar muy tradicional.""",Callejón del Beso,Female,32,México,21/09/2015,1
3798,3798,"""Visita obligada""","""Un lugar lleno de ambiente, por las noches es el lugar de partida de las callejoneadas. Es ahí donde podemos apreciar la arquitectura del teatro Juárez, y se encuentran rodeados de excelentes opciones para comer, a mi personalmente me gusta Casa Valadez. Tienen que ir a Guanajuato.""",Jardín de la Unión,Male,27,México,18/02/2015,1
3342,3342,"""Tienes que subir por el tradicional callejón del Calvario""","""Es una experiencia que te exije mucha condición y paciencia para llegar por el callejón El Calvario ubicado en la parte central del centro histórico muy cerca del museo Iconográfico del Quijote, hasta el mirador donde se encuentra el Pípila. La vista espectacular, unas fotos, una agüita para refrescarse y de regreso por el mismo camino cuesta abajo los mismo escalones.""",Monumento Pípila,Female,18,México,31/03/2016,1
995,995,"""¡¡Necesario ir a este lugar si visitas Guanajuato!!""","""El museo es muy organizado e interesante. Si estás de visita por Guanajuato o piensas ir siempre es una excelente opción visitar este museo ya que es una experiencia cultural enriquecedora. En temporada alta es tardado entrar en el museo ya que puedes hacer fila hasta por 2 horas y el recorrido solo dura 20 mins aprox. Pero en verdad vale la pena.""",Museo de las Momias,Male,27,México,21/04/2017,1
1981,1981,Muy agradable lugar,"Muy cerca de restaurantes y bares, de los bancos y del Teatro Juárez, se aprecian muchos turistas, es muy tranquilo y disfrutable",Jardín de la Unión,Male,-1,México,2018,1
4297,4297,"""¡Vale la pena!""","""Es necesario subir allí para oír la magnífica historia diestras del personaje. Pero mucho cuidado con los vendedores ambulantes, te ofrecen piedras falsas y se disgustan si les recibes para ver pero luego no les compras... recomiendo no prestarles atención, no interactuar con ellos ni siquiera... La vista es espectacular, vale la pena.""",Monumento Pípila,Female,20,Colombia,11/05/2017,1
161,161,"""Gran vista""","""El monumento en sí no es más que un lugar tradicional, pero la vista es espléndida: toda la ciudad de Guanajuato, como si la tuvieras en una maqueta. Mucha gente y artesanías.""",Monumento Pípila,Male,61,México,14/09/2012,0
1500,1500,Una galeria para visitar,"La casa de Joven de Diego Rivera, convertida en museo, galería de sus pinturas y también hay exposiciones continuas de diferentes artistas, cuenta con un auditorio que esta adornado con fotografias d Diego y de su familia y un mural de su vida donde forma parte Frida Kalho , cuenta con un mirador desde donde se puede apreciar el centro de Guanajuato, recomendable👌🏻",Casa de Diego Rivera,N/I,-1,México,2016,1
3843,3843,"""Pintoresco""","""Hermoso lugar con mucha historia y tradición. recorrido con estudiantina, divertida, romántica. Súper.""",Callejón del Beso,Female,17,México,26/07/2016,1
