,Title,Opinion,Place,Gender,Age,Country,Date,Label
4234,La mejor visita a Guanajuato,"Jose de Jesus hace que la visita a la Alhondiga valga la pena cada minuto que estes, su narrativa recrea la historia, si vas pide que te cuenten que fue lo que paso, aprendimos tanto, yo ya la habia escuchado y nuevamente me facino, La alhondiga es una hermosa construccion llena de historia, imaginarme a los pasos de losn pasillos y rincones los acontecimientos del inicio de nuestra independencia hace que se me erice la piel, cuando fui habia una expocision de maquetas padrisima tmb, no cabe duda que Guanjuato esta llena de cultura, historia y arte",Alhóndiga,Female,-1,México,2019,1
4235,Tipico mercado de Mexico,"Es un lugar que tienes que conocer si eres extranjero. Tiene comida, muchos souvenir, dulces y buenos precios. El edifio es precioso. Parecido al de Florencia en mi opinion.",Mercado Hidalgo,Male,-1,Estados Unidos,2018,1
4236,"""Bonito mirador""","""Muy bonito mirador se ve la ciudad completa y sí estás con una excelente compañía mejor mi familia está feliz nos tomamos muchas fotos, lástima que no las pueda subir.""",Monumento Pípila,Female,33,México,07/09/2015,1
4237,"""¡Visita obligada para iniciar y ahí, llega al centro desde el funicular!""","""El mejor lugar para iniciar, tiene una vista maravillosa de la ciudad. Maravillosas fotos. Al terminar la minivisita, ahí mismo está el funicular, baja al centro en pocos minutos, evita el tráfico y llévate una maravillosa sorpresa de la ciudad.""",Monumento Pípila,Female,40,Estados Unidos,30/12/2016,1
4238,"""Bonita universidad""","""Aparte de visitar esta hermosa universidad, tambien puedes recorrer Guanajuato caminando sin ningún problema.""",Universidad de Guanajuato,Male,38,México,17/08/2015,1
4239,"""¡Visita obligada!""","""Recomendable visitarlo y de preferencia por la mañana cuando no hay mucha gente para poderse tomar la foto con toda calma y darse el beso en el 3er escalón como dice la leyenda. La ventaja es que se puede acceder a uno de los 2 balcones y la foto se ve aún mejor.""",Callejón del Beso,Female,23,Chile,25/08/2014,1
4240,"""Es bonito""","""En el callejón hay alguien que te da una explicación sobre el callejón, se le da una propina voluntaria al que hace la explicación, si no subes al balcón no se paga nada, si quieres subir al balcón, hay 2 opciones, consumir en las tiendas que tienen el balcón o pagar $20 por persona.""",Callejón del Beso,Female,31,México,06/07/2015,1
4241,"""Bellísimo""","""Simplemente bellísimo. Es el punto de reunión para las callejonadas también. Recomenbable. :) esta en el mero centro frente al jardín Unión.""",Teatro Juárez,Female,25,México,13/07/2016,1
4242,"""Hermoso, increíble arquitectura""","""Clásico es pararte en medio de la escalinata y tomarte la foto de recuerdo. Es la universidad más bella de México, situada en un Estado que fue pieza clave en la Historia de México, estar ahí te transporta al pasado, pues es una ciudad que conserva su encanto antigüo.""",Universidad de Guanajuato,Female,-1,Chile,01/09/2014,1
4243,"""¡Rico y Barato!""","""Fuimos a desayunar y se come rico y barato! Lo recomiendo si quieres darte un baño de pueblo jejeje. Nos atendieron muy bien. Aparte de comida hay muchos puestos de ropa , artesanías y muchas cosas más.""",Mercado Hidalgo,Male,28,México,28/01/2018,1
4244,"""Parte del folclor""","""A pesar de ser muy pequeño la historia que hay detrás de algunas momias es muy interesante. Es un lugar para imaginar cómo es que habrán vivido esas personas en esa época. Lo realmente irritante es el acoso de los vendedores de charamuscas que te empiezan a ofrecer la mercancía antes de entrar al estacionamiento y que cuando te bajas empiezan a echarte los dulces en tu bolsa para que los compres. Eso realmente es MUY MOLESTO.""",Museo de las Momias,Female,51,Estados Unidos,02/02/2016,1
4245,"""Visita de ley""","""Una de las cosas por hacer en Guanajuato, si eres fan de la historia es visitar este monumento histórico de México y conocer su historia.""",Monumento Pípila,Male,55,México,19/07/2015,1
4246,Un gran museo,Es un lugar que te transporta a los tiempos de la Independencia de Mexico y te hace imaginar esos tiempos.,Alhóndiga,Male,-1,N/I,2020,1
4247,"""De las mas bonitas universidades""","""Edificio hermoso del que pueden estar muy orgullosos los guanajuatenses, totalmente centrico, ¡visitalo!""",Universidad de Guanajuato,Female,65,México,15/09/2015,1
4248,"""¡Increíble!""","""Llegar arriba y ver la ciudad desde ahí! es increíble, una joya arquitectónica, vale la pena conocerla.""",Universidad de Guanajuato,Female,44,México,16/03/2018,1
4249,"""Casa Diego Rivera""","""Exposición de Diego las cuales muestran otras exposiciones temporales de altísimo nivel!! Igual hay paseos con guías, si no eres muy conocedor de arte puedes contratar uno, pero el museo está simplemente para admirar el arte.""",Casa de Diego Rivera,Male,30,México,24/09/2015,1
4250,peraba mas,"Tenía una expectativa más lata del lugar, pero lamentablemente tiene muy pocas obras del artista. Tiene obras de otras pérsonas",Casa de Diego Rivera,Male,-1,N/I,2017,1
4251,"""Hermosa""","""Es una construcción magnifica, su arquitectura es inigualable, te sorprendes, pero en hermosa no cabe duda, no dudes en visitarla.""",Universidad de Guanajuato,Male,-1,México,20/06/2016,1
4252,"""Buen lugar""","""Es una pieza en la historia, el museo es muy pequeño, lo que tiene hermoso es la vista. Ves todo Guanajuato desde ahí.""",Monumento Pípila,Female,25,México,18/09/2016,1
4253,"""Excelente museo, me encanto""","""Muy buena exposición permanente y muy interesante las exposiciones temporales, el museo esta muy padre.""",Casa de Diego Rivera,Male,-1,México,07/01/2015,1
4254,"""Preciosa""","""Por fuera no es de las mejores de mexico pero por dentro es muy bonita, los detalles de la pintura son muy bonitos.""",Basilica Colegiata,Female,-1,México,03/11/2015,1
4255,"""Hermoso""","""La universidad es un lugar muy bello que esta dentro de la ciudad Magica. Tiene una arquitectura increible, sus pasillos son eternos y es casi como un castillo, desde la cima de sus escaleras, se puede ver gran parte del pueblo de Guanajuato.""",Universidad de Guanajuato,Male,31,Perú,04/08/2016,1
4256,"""Es único""","""Este lugar en unico en México.. lo único malo es que esta rodeado de mucha gente y es casi imposible poder pasar o tomarte foto... esta lleno de 'guias' que quieren contarte la historia del lugar...""",Callejón del Beso,Female,26,México,13/03/2017,1
4257,"""Paseo obligado si vas a Guanajuato""","""Muy relajante, divertido, hay mimos, y maravilloso si subes por el funicular, solo tienes que subir antes de las 9:00 de la noche si no ya no hay bajada... Y tambien puedes hacer el recorrido con la estudiantina que lo contratas justo ahi en el Jardin de la Unión.""",Jardín de la Unión,Female,25,México,23/08/2016,1
4258,"""Increíble""","""El museo está limpio y es muy interesante observar esos cuerpos o al menos a nosotros nos pareció.""",Museo de las Momias,Male,38,Estados Unidos,29/10/2013,1
4259,"""Atardecer en el centro de Guanajuato""","""Excelente vista de la ciudad de Guanajuato, venta de artesanías, paseo en funicular, escaleras para los deportistas y acceso en carro.""",Monumento Pípila,Female,63,México,27/03/2017,1
4260,"""Para conocer y disfrutar""","""El edificio principal de la Universidad posee una belleza arquitectónica que vale la pena conocer, además de poder disfrutar de las proyecciones y eventos a los que da lugar para todos los estudiantes, visitantes y público en general.""",Universidad de Guanajuato,Female,33,México,09/09/2016,1
4261,"""Artesanías de la Región""","""Visita obligada del mercado Hidalgo en el centro de la ciudad donde se encuentra de todas las artesanias de la region a muy buenos precios.""",Mercado Hidalgo,Male,66,México,09/01/2016,1
4262,"""Maravilloso lugar""","""La belleza de la arquitectura y de decoración de interiores vale la pena una visita. Es un lugar que se transporta la época de construcción. Y que están muy bien conservada.""",Teatro Juárez,Female,48,México,20/05/2017,1
4263,"""Lugar excepcionalmente hermoso""","""Nada se compara con este lugar lleno de magia y tan tradicional cuando visitas gto! Todos los comercios de alimentos a sus alrededores son exquisitos y con excelente calidad-precio.""",Jardín de la Unión,Female,23,México,19/11/2015,1
4264,"""¡Preciosa!""","""En una belleza colonial digna de apreciar ubicada en el centro de la ciudad de guanajuato punto obligado en su proxima visita.""",Basilica Colegiata,Male,-1,México,21/03/2017,1
4265,"""Excelente""","""Me encantó el museo, lo niños fascinados con las momias bebés, les gustó mucho ver que tenían nombre, el recorrido es corto y aunque había áreas cerradas por mantenimiento si valió la pena la visita.""",Museo de las Momias,Female,51,México,23/07/2016,1
4266,"""Romanticismo Guanajuatense""","""Hermosa visita, la historia que te cuentan es de lo más romántica y sin duda alguna no te puedes despedir de Guanajuato sin besar a tu pareja en el Callejón de Beso.""",Callejón del Beso,Male,34,México,13/08/2015,1
4267,"""Bien""","""Aunque podrían darle un mejor mantenimiento, ya que las ramas de los arboles en muchas partes del mismo están muy bajas""",Jardín de la Unión,Male,37,México,29/05/2012,1
4268,"""Visita obligada para la foto""","""Es un callejón de escasos 70 cms de ancho que tiene su historia. Si vas a Guanajuato es obligada la visita al callejón.""",Callejón del Beso,Female,47,México,06/03/2018,1
4269,Mirador de la ciudad,Si subes los 86 escalones de la universidad de Guanajuato podrás observar parte de la ciudad teniendo de frente el pípila y tomarte una excelente foto,Universidad de Guanajuato,Female,-1,México,2018,1
4270,"""Un lugar con buen ambiente, pero comida regular""","""Al estar frente a la iglesia y al teatro Juarez, claro esta que tendras una vista excelente, ademas hay muchos lugares en donde te puedes setnar a tomar algo y pasar el rato. (recomiendo el Van Ghog o casa valadez) pero como es regla, restaurantes con vista a una plaza, usualmente son entre regulares y malos y el jardin union no es la excepción. No se lo recomiendo a alguien que busque paz y tranquilidad, pues lo mas seguro es que tengas duelo de mariachis y gente ofreciendo de todo y pidiendo.""",Jardín de la Unión,Male,37,México,01/07/2015,1
4271,"""Jardín centrico""","""Este jardin se encuentra en medio de la zona centrica, ahi te puedes sentar a ver las personas pasar , debajo de sus arboles y despues pudes seguir viendo la cuidad. esta rodeado de muchos restaurantes , casi todos caros.""",Jardín de la Unión,Male,38,México,28/02/2014,1
4272,Lindo lugar.,"Visitar el mercado y comprar unas artesanias es algo que no puedes dejar de hacer si vistas Guanajuato. Con una impresionante entrada para recibir a su vistantes este bello lugar ofrece comidas, ropa, zapatos, artesanias etc. Tomate un tiempo y date una vuelta por el mercado Hidalgo, esta muy bueno.",Mercado Hidalgo,Male,-1,Costa Rica,2019,1
4273,Interesante,"Muy padre, concerns especially note con la historia del museo de Frida Khalo, sinceramente me gusto mucho",Casa de Diego Rivera,N/I,-1,México,2019,1
4274,"""Impresionante""","""Un lugar muy bonito en el corazón de Guanajuato, quiero que mis hijos estudien aquí, es un edificio de suma importancia para la ciudad.""",Universidad de Guanajuato,Male,32,México,24/11/2017,1
4275,"""Mi lugar favorito en todo México""","""Lo que más amo de Guanajuato es la vista desde el Pípila. AMO ir a Guanajuato solo para subir a este lugar y ver la hermosa vista de Guanajuato.""",Monumento Pípila,Male,39,Argentina,28/07/2015,1
4276,"""Naturaleza a la vista""","""Estuve en este bellísimo lugar en compañía de mis amigos platicando del mismo, se encuentra en buen estado ya que lo limpio con frecuencia para que este muy limpio.""",Jardín de la Unión,Female,35,México,31/03/2016,1
4277,Impresionante!!!,Vale la pena contemplar esa majestuosa obra de ingeniería y arquitectura. Es una joya en medio de la ciudad. Obligado subir los escalones y tomarse una foto.,Universidad de Guanajuato,Male,-1,Costa Rica,2018,1
4278,"""La vista es espectacular""","""La vista de la ciudad de Guanajuato es espectacular. Hay que subir por el funicular que está a espaldas del teatro Juárez. Si no sabes quién fue el Pípila, allá arriba habrá muchas personas que por una propina te cuentan varias historias.""",Monumento Pípila,Male,48,México,07/09/2012,1
4279,"""Hermosa vista de la ciudad de Guanajuato""","""Ya sea que suban por los callejones caminando o por el funicular (cuesta 15 pesos viaje sencillo para adultos y la mitad por niños), vale la pena por la vista y las maravillosas fotos que se obtienen desde ese lugar.""",Monumento Pípila,Female,31,México,13/05/2012,1
4280,"""Digno de admirar""","""De entrada el edificio es hermoso con una sobria arquitectura q mas bien parece un palacio, vimos una pelicula en las gradas pues era parte de las actividades por el giff... muy bonita la universidad y desde el pipila sobresale esa construccion monumental.""",Universidad de Guanajuato,Female,34,México,25/07/2012,1
4281,"""Historia y cultura""","""En la explanada de la Alhóndiga se llevan a cabo distintos eventos culturales, desde Callejoneadas hasta de otro índole. Cerca de ahí se encuentran puestos de comida y bebidas. Además cerca se encuentran monumentos importantes como el Mercado Hidalgo.""",Alhóndiga,Female,22,México,30/04/2017,1
4282,"""Es muy interesante""","""A pesar de no haber ido hace mucho tiempo, me gusto y es una oportunidad para conocer lo que es la esencia de Guanajuato.""",Alhóndiga,Male,22,México,11/05/2016,1
4283,"""De lo más típico""","""El callejón del beso es un lugar muy típico en la cuidad de Guanajuato capital. Vale la pena la visita ya que es obligada. Normalmente suele estar muy lleno y las colas para tomarse una foto suelen ser largas. También es muy romántico (siempre y cuando estés con tu pareja) .""",Callejón del Beso,Male,18,México,12/10/2017,1
4284,hermosa basilica,"Para todo turista visita obligada, esta en un muy buen lugar en plena plaza de la paz, es de estilo barroco y el altar espectacular y cuando tocan el organo tubular es muy impresionante.
Como dije visita obligada.",Basilica Colegiata,Male,-1,México,2018,1
4285,Un museo con mucha historia,"Este museo te dejara conocer los antecedentes de la batalla de la independencia de Mexico que se llevo a cabo en el estado de Guanajuato, especificamente en este lugar podras conocer la historia del Pipila quien exploto la puerta de este lugar para iniciar la defensa de nuestra independencia",Alhóndiga,Male,-1,México,2019,1
4286,"""Visita obligada a la Alhóndiga""","""Museo con actividades, muy controlado, el costo mas alto de los museos de la plaza pero muy módico (65 pesos mexicanos) más 30 pesos por uso de fotografías y otro mas si quieres tomar video.""",Alhóndiga,Female,35,México,21/02/2018,1
4287,es una maravilla viajas al pasado,"Es una casa hermosa en donde encuentras cultura de arriba abajo de derecha a izquierda, es un viajea",Casa de Diego Rivera,Female,-1,N/I,2016,1
4288,"""Pintoresco y Cosmopolita""","""Excelente Lugar de esparcimiento, rodeado de excelentes restaurantes, justo enfrente del Teatro Juarez.""",Jardín de la Unión,Male,41,Argentina,11/02/2017,1
4289,"""La vista""","""La vista es para la foto obligada, y ubicarse, pues la ciudad suele ser media laberintosa para los visitantes, así se vuelve el lugar ideal para que se den idea de como se distribuye Guanajuato.""",Monumento Pípila,Male,31,Argentina,05/11/2015,1
4290,"""Lugar típico""","""Me encantó, es muy divertido, te toman foto, te dicen cómo posar para el beso, el público se ríe, te llevas tus fotos con la leyenda de recuerdo, es parte de la historia, súper típico, no se lo pueden perder. Lo súper recomiendo :)""",Callejón del Beso,Female,29,México,01/10/2017,1
4291,"""La vista obligada para las fotos de Guanajuato""","""Sube al monumento por un precio muy accesible y disfruta de una impresionante vista donde podrás tomar tu foto con toda la ciudad de Guanajuato. El monumento es muy digno de verse también.""",Monumento Pípila,Male,32,México,20/11/2017,1
4292,"""Un museo regional en bellas instalaciones""","""Este lugar es un icono de nuestra independencia, por eso debemos de conocer su interior, el cual fue adaptado para subdividirla en salas donde presentan la historia regional de Guanajuato desde sus orígenes (habitantes aborígenes) hasta que Miguel Hidalgo ataco la ciudad de Guanajuato precisamente en este lugar donde los españoles estaban resguardados, ahí también presentan la cronología de nuestra independencia, un mausoleo de los Héroes y una exposición de los primeros equipos de Beisbol.""",Alhóndiga,Male,44,México,18/09/2016,1
4293,Bonito,Es una plaza chica pero rodeada de tiendas y restaurantes y frente a dos atractivos importantes de la ciudad: el teatro Juárez y el templo de san Diego. Se puede ver el monumento del Pípila desde una esquina del jardín. Lugar para tomar fotos.,Jardín de la Unión,N/I,-1,México,2018,1
4294,"""Es un lugar para conciertos""","""Icono de la ciudad es un lugar para los todo tipo de actividades desde conciertos hasta actores de la calles y espectáculos, conciertos y venta de productos.""",Alhóndiga,Male,26,México,11/09/2015,1
4295,"""Majestuosa""","""Una universidad con una escalinata y arquitectura excepcional, mi esposa que es muy sensible al arte se quedó sin habla, definitivamente es un lugar qué hay que visitar solo para admirarlo y sentirse orgulloso de lo que tenemos en nuestro país.""",Universidad de Guanajuato,Male,30,Chile,27/11/2016,1
4296,"""Una verdadera belleza""","""Hermoso el edificio y muy interesanto su historia. El decorado interior es casi en su totalidad original. visitalo, te va a encantar.""",Teatro Juárez,Female,55,México,11/07/2012,1
4297,"""¡Vale la pena!""","""Es necesario subir allí para oír la magnífica historia diestras del personaje. Pero mucho cuidado con los vendedores ambulantes, te ofrecen piedras falsas y se disgustan si les recibes para ver pero luego no les compras... recomiendo no prestarles atención, no interactuar con ellos ni siquiera... La vista es espectacular, vale la pena.""",Monumento Pípila,Female,20,Colombia,11/05/2017,1
4298,"""Un lugar totalmente romántico""","""El ambiente que hay en este jardín se contagia y la vista del teatro es digna de una postal para compartir y no olvidemos los buenos restaurantes que aquí se encuentran.""",Jardín de la Unión,Female,56,México,20/03/2016,1
4299,"""Todo un simbolo…""","""El rincón mas emblemático y romántico de la ciudad. Obviamente es muy concurrido y todas las parejas se dan un beso en el callejón (nosotros lo hicimos, claro...).- Los alrededores de dicho callejón son muy bonitos y vale la pena recorrerlos.""",Callejón del Beso,Male,53,Argentina,22/01/2014,1
4300,"""Imponente belleza""","""Edificio realmente hermoso en pleno corazón de la ciudad. Un lugar para descansar en sus escalinatas o disfrutar de su interior durante algún concierto u obra. Inaugurado por el Presidente Porfirio Díaz en 1903.""",Teatro Juárez,Male,31,México,10/10/2017,1
4301,"""Majestuoso""","""Este mirador es de lo mejor, puedes ver lo impresionante y majestuosa que es la ciudad de Guanajuato. Puedes entrar al mini museo que está ahí pagando una módica cantidad y también puedes subir hasta dónde está el monumento tendiendo una super vista de la ciudad, eso sí, las escaleras son muy incómodas además ahí arriba hay mucho calor y te puedes sofocar; si sufres vértigo o claustrofobia evita subir.""",Monumento Pípila,Female,30,México,08/09/2016,1
4302,"""Bello lugar e interesante historia""","""Bonito lugar, llegar lo más temprano posible para evitar el aglutinamiento de turistas que quieren una foto seria el único aviso y llevar algo de dinero si quieres foto se paga por entrar a cada balcón.""",Callejón del Beso,Male,36,Perú,15/05/2018,1
4303,"""Imperativo visitarlo""","""El monumento al Pípila estando al tope de uno de los cerros en Guanajuato ostenta una si no la mejor vista a la ciudad, es obligatorio ir, más de noche cuando las luces de los lugares importantes iluminan la ciudad.""",Monumento Pípila,Male,29,México,29/08/2016,1
4304,"""Lugar romántico""","""Un jardin muy bonito, colonial y romantico, se reune mucha gente. se encuentra en el centro de Guanajuato y facil de llegar. Y como se dice si quieres conocer Guanajuato hazlo caminando.""",Jardín de la Unión,Female,-1,México,21/09/2015,1
4305,"""Indispensable en tu visita""","""Antiguo almacén de granos es de gran importancia en la Independencia de México, en el se gestó la primera batalla insurgente y con ello el origen de la Independencia. Actualmente aloja al Museo Regional de Guanajuato el cual investiga, conserva, promueve, preserva y difunde el acervo cultural, arqueológico, histórico de la Independencia de nuestro país. Abierto de Martes a sábado de 10 a 18 horas. Domingos de 10 a 15 horas. Los domingos el acceso no tiene costo para los turistas nacionales. En la explanada montan diversos espectáculos durante el Festival Internacional Cervantino.""",Alhóndiga,Male,39,México,29/07/2016,1
4306,"""Lugar espectacular, pero poca vigilancia""","""Subimos en la noche, el lugar es espectacular. Durante el ascenso y descenso estaba muy solo y para como están las noticias nunca vimos vigilancia.""",Monumento Pípila,Male,40,México,07/02/2017,1
4307,"""Guanajuato es increíble""","""Aunque raro, es interesante los minerales que hay ahí y la conservación de los cuerpos, un poco morbosa la situación de ver muertos pero es algo típico que hay que hacer.""",Museo de las Momias,Male,28,México,27/04/2013,1
4308,Visita Obligada,Excelente exposición; la primera vez que visite el museo fue hace 25 años aproximadamente y me pareció fenomenal la exposición remodelada y ajustada a la actualidad!,Museo de las Momias,Male,-1,México,2018,1
4309,"""¡Excelente vista!""","""Acudimos 2 veces durante la estancia en la ciudad. La primera subimos por el funicular y la segunda en un tour. 

Desde el mirador se ve gran parte de la ciudad (o al menos todo el centro). El mirador no tiene costo alguno, es entrada gratis. Sin embargo, puedes entrar al mini museo de ""El Pípila"", el cual esta en el mismo mirador, la entrada tiene un costo de menos de $20.00 pesos. 

El mirador cuenta con diversos puestos ambulantes de artesanías, recuerdos y comida. También, en la parte izquierda baja hay un bar, el cual tiene una terraza y puedes estar teniendo la vista del mirador mientras te tomas alguna bebida y botaneas algo. Lo considero visita obligatoria para que puedas apreciar toda la ciudad.""",Monumento Pípila,Male,40,México,09/09/2017,1
4310,"""Excelente""","""Regrese después de 31 años y me sigue causando la misma impresión. Esta muy interesante recorrer casa uno de las salas y ver cada una de las momias que ahí se exhiben. La verdad muy muy recomendable. El precio es accesible y justo por lo que ves.""",Museo de las Momias,Male,49,México,03/05/2016,1
4311,"""Toda una historia""","""Me gustó mucho visitar el Teatro Juárez de Guanajuato. La arquitectura es impresionante (parecidos a los grandes teatros en otras ciudades latinoamericanas) y la historia que tiene en la vida artística y sobre todo la vida política de México vale la pena.""",Teatro Juárez,Male,55,Chile,27/02/2015,1
4312,Muchas artesanías,"es un mercado grande con muchos puestos, encuentras gran variedad de precios, así que recomiendo no comprar luego luego, primero recorre algunos puestos y compara precios. A un costado del mercado está la sección de comida, donde se come rico y a buen precio",Mercado Hidalgo,N/I,-1,N/I,2019,1
4313,"""Hermosa vista panorámica a la ciudad""","""Esta es una parada obligatoria para ver la toda la belleza de la ciudad, en especial al atardecer. Yo subí utilizando el funicular que se encuentra detrás del Teatro Juarez, pagando 25 pesos por trayecto, y luego bajé caminando hasta la plaza de los Ángeles en el Centro... aproximadamente unos 10 minutos de caminata que se pasa rápido, mientras disfrutas de los famosos callejones de Guanajuato.""",Monumento Pípila,Male,25,Panamá,14/01/2017,1
4314,"""Hermosa vista de la ciudad""","""Desde aquí se tiene una vista hermosa de el centro histórico de Guanajuato. La escalinata para subir y bajar no está tan pesada para lo alto del lugar. Recomiendo de noche porque la ciudad se ve mejor con sus luces encendidas. Lo malo es que hay tramos de la bajada que no tienen iluminación y si no tienes buena vista puede resultar compliccado. si ese es el caso lleva linterna o un celular con linterna.""",Monumento Pípila,Female,42,México,10/07/2012,1
4315,"""Religiosidad""","""Es una Iglesia muy bonita, se llega caminando y las señoras venden tamales, atole muy sabroso todo. Además nos contaron la historia.""",Basilica Colegiata,Female,22,México,21/09/2015,1
4316,"""Espectacular""","""La vista desde mi terraza de la habitacion unica, no pude entrar a la universidad por que estaba cerrada, pero por fuera es espectacular.""",Universidad de Guanajuato,Female,24,México,26/11/2017,1
4317,"""Impresionante""","""No tuve la fortuna de entrar a la catedral debido al tiempo del que disponía, pero lo poco que pude observar fue magnífico.""",Basilica Colegiata,Female,28,México,10/12/2015,1
4318,Muy interesante,"Es una parada obligatoria si estas en Guanajuato !! El museo es muy limpio & muy barato el acceso , solo falta un poco de amabilidad por parte del personal pero en general todo esta super bien & forma parte de la cultura de la ciudad !!",Museo de las Momias,Female,-1,México,2018,1
4319,"""No puedes dejar de visitarlo""","""Es para ir a tomarte la foto y retirarte, está bueno el ambiente y es lindo ver a las parejas enamoradas mientras esperas. Una parda que no te puedes perder.""",Callejón del Beso,Female,24,Chile,10/05/2016,1
4320,"""Monumental""","""Es un lugar que encierra tanta historia, y que los guías la cuentan de forma amena. El exterior descuidado, muchos vendedores ambulantes.""",Alhóndiga,Female,52,México,26/07/2012,1
4321,"""Tradicional""","""El lugar de ve ser un lugar tradicional al que se debe visitar. No se puede ir a Guanajuato sin visitar este museo.""",Museo de las Momias,Male,30,Estados Unidos,03/06/2017,1
4322,"""Visita obligada""","""Es la iglesia típica de la colonia en Mexico, por su puesto sin faltar el organo monumental, hace unos años me toco asistir a una misa en la que se toco el organo y simplemente es espectacular.""",Basilica Colegiata,Male,32,México,01/07/2013,1
4323,"""Lindo""","""De noche se dusfruta muchisimo de noche con llos mariachis y la vista de el teatro, aparte de escuchar a las estudiantinas.""",Jardín de la Unión,Female,60,México,03/11/2015,1
4324,"""Buena museografía y servicios, entorno descuidado por el municipio""","""Por el tema, impacto y falta de autorización de los protagonistas para ser exhibidos, este museo es para un público específico; sí ésta es la elección del grupo, excelente servicio, buena museografía y servicio muy profesional.""",Museo de las Momias,Male,54,México,17/07/2016,1
4325,"""Visita obligada""","""Parte de nuestra historia se refleja en este museo. Descriptivo y un buen orden museográfico. Un lugar para visitar en pareja y en familia.""",Alhóndiga,Female,24,México,05/01/2016,1
4326,"""Hermoso""","""¡En este monumento se puede apreciar toda la cuidad! ¡Bellísimo! Nosotros compramos un guía turístico y nos explicó la historia del Pípila y porque le llaman así. México tiene mucha historia.""",Monumento Pípila,Female,24,Costa Rica,31/03/2018,1
4327,"""Un lugar para visitar sin falta""","""Sin duda, con un valor histórico increíble, una hermosa forma de conocer un poco más de nuestro pueblo. No nos tocó que nos ofrecieran tour, pero no hizo falta, todo super bien trazado.""",Alhóndiga,Female,41,México,04/02/2016,1
4328,"""Lindo""","""Es muy lindo ver el edificio por la noche todo iluminado. No entré pero por fuera es muy bonito. Es en pleno centro, se puede pasar mientras que pasean por el centro.""",Universidad de Guanajuato,Female,44,Argentina,29/04/2015,1
4329,"""Hermosa Universidad""","""Monumento representativo de la ciudad de Guanajuato por su arquitectura y belleza , desde la parte superior de su escalinata puedes disfrutar de la vista de la ciudad, en noviembre se pone una gran ofrenda monumental.""",Universidad de Guanajuato,Female,43,México,03/01/2016,1
4330,"""¡CALLEJONEADAS!""","""Es el último atractivo por lo general en las callejoneadas, por lo mismo se llena horriblemente, es un callejón con una leyenda muy hermosa, cuenta la leyenda que si le das un beso a tu pareja en el 3er escalón su amor durará mucho tiempo.""",Callejón del Beso,Female,29,México,21/08/2017,1
4331,"""¡Una bonita vista!""","""Nosotros llegamos con un guía de turistas, sólo que es muy complicado el tema del tráfico, por qué solo tiene un carril de circulación y uno para estacionarse, y lo usan como si fuera de dos. El lugar es muy bonito tiene una vista súper padre de todo lo que es Guanajuato, recomendado para tomar muchas fotos y ver la belleza de todo su paisaje.""",Monumento Pípila,Female,27,México,17/07/2017,1
4332,"""Icono de Guanajuato""","""Es una escultura que esta en lo alto de un cerro al cual puedes tener acceso por un funicular o caminando (pero así es demasiado pesado), venden artesanías y comida, además la vista panorámica de Guanajuato desde ahí es impresionante.""",Monumento Pípila,Female,33,México,26/04/2012,1
4333,"""Hay que visitarlo""","""La historia de amor detras de este lugar revela mucho de la historia de Guanajuato misma. Lugar típico en las callejoneadas. Paciencia cuando vayan pues es muy concurrido.""",Callejón del Beso,Male,48,Argentina,22/11/2016,1
4334,"""Una vista impresionante""","""El monumento al Pípila es uno de los lugares que obligan a un visitante de Guanajuato estar ahí. La vista de la ciudad es impresionante, se puede apreciar la belleza del lugar por completo. La arquitectura de los edificios es admirable desde este punto. Los amantes de la fotografía quedaran completamente maravillados. Un lugar que no puede perderse cualquiera que visite Guanajuato.""",Monumento Pípila,Male,46,Panamá,27/01/2016,1
4335,"""Historia, lugar hermoso""","""El teatro además de ser un lugar lleno de historia, es conservado en excelente estado. Vale la pena contratar un guía.""",Teatro Juárez,Female,34,México,11/10/2015,1
4336,"""¡No se lo pueden perder!""","""Una de las visitas obligadas en Guanajuato es el Teatro Juárez. Quien aprecie la arquitectura y el detalle, quedaran encantados con su aire Austriaco y las historias que se cuentan de su glamour en la época del Porfiriato. Organicen su día para coincidir con los horarios en los que se da una plática y recorrido por el lugar.""",Teatro Juárez,Female,49,México,27/09/2015,1
4337,"""Arquitectura""","""Un lugar imperdible si te encuentras en la ciudad de Gto. Al subir todas las escaleras puedes disfrutar de una hermosa vista de la ciudad hacia el Pipila. No puede faltar tu foto en este emblemático lugar.""",Universidad de Guanajuato,Male,25,México,11/11/2015,1
4338,"""Precioso""","""Un hermoso lugar de día y de noche, varias actividades cafés, restaurantes, música, etc. pero lleguen a pie, de todos modos es agradable la caminata desde cualquier punto.""",Jardín de la Unión,Male,54,México,06/06/2016,1
4339,"""Imperdible""","""La leyenda cuenta como dos enamorados son sorprendidos dándose un beso de un balcón al otro por el padre de la muchacha quien, más tarde, la apuñala y se suicida al ver lo que ha hecho. El muchacho despechado, se arroja al vacío en la mina La Valenciana""",Callejón del Beso,Male,51,Paraguay,21/07/2017,1
4340,"""Hermosa vista""","""Imperdible en la visita, desde aquí se aprecia todo el centro histórico y la extensión de la ciudad, y es excelente para tomarse fotografías con la ciudad de fondo.""",Monumento Pípila,Female,49,México,29/04/2012,1
